location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Dera Bassi,1550,3590000,INR,,1,1,"It’s a 3 bhk builder floor situated in Dera Bassi, Chandigarh. It has an area of 1550 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 35.90 lac (negotiable ). It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It is a corner property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,1,0,1,0,0,0,0,0,0,0,7.1,,,,,,,,,1,,1,1,,,,
Sector 67,1800,9500000,INR,,0,0,"It has an area of 1800 sqft with a carpet area of 1345 sqft . The property is available at a price of Rs. 95.00 lac . It is a 6 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 67,1800,9500000,INR,,0,0,"A 3 bhk property is available for sale in Sector 67, Chandigarh. It has a built-up area of 1800 sqft and is priced at Rs. 95.00 lac . It is a semi-furnished property. It is a 6 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,810,3890000,INR,,1,1,"3 BHK Kothi in 90 GAZ, Price 38.90 Lacs Onwards, ready to move in in, MAIN ROAD PROJECT, SECTOR 127 MOHALI, Chandigarh .
21000 booking amount
10% down Payment
90% loan available

call for more details",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,540,1690000,INR,,1,1,"A 1 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has an area of 540 sqft with a carpet area of 500 sqft . The property is available at a price of Rs. 16.90 lac (negotiable ). The house is semi-furnished. It is located on the 2nd floor(out of a total of 3 floor(s)). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. It has 1 bathroom and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
DLF Mullanpur,2250,9390000,INR,,1,1,"It’s a 3 bhk builder floor situated in DLF Mullanpur, Chandigarh. It has an area of 2250 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 93.90 lac (negotiable ). It is east facing property. The property is available on freehold. This residential complex is under-construction as of now. The expected completion date is 31/03/2023. ",1,east,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
DLF Mullanpur,2250,7990000,INR,,1,1,Well designed 3 bhk builder floor is available at a prime location in DLF Mullanpur. It has an area of 2250 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 79.90 lac (negotiable ). The house is semi-furnished. It’s on 3rd floor out of 4 floors building. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,540,1590000,INR,,1,1,"A spacious 1 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has a salable area of 540 sqft and is available at a price of Rs. 2,944 per sqft. The house is furnished. It is a garden facing property. The property is available on freehold. The property has 1 bathroom and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sec 124 Sunny Enclave,900,2690000,INR,,1,1,It is a semi-furnished property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,910,2790000,INR,,1,1,"2 BHK FLAT IN SECTOR 127

Features and Amenities:-

# Fall ceiling

# LED Lights

# Chimney

# Modular Kitchen

# Cub Board

# LED Panel

# Prime location

# Sofa

# Wardrobes laminated wooden

# False ceiling with profile lights

# Market complex

# Allotted car Parking

#10% Down Payment

#90% Loan facility Available For All Leading Banks

CALL FOR MORE DETAIL",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 116 MOHALI KHARAR LANDRAN ROAD,920,4490000,INR,,0,1,"Well designed 2 bhk builder floor is available at a prime location in SEC 116 MOHALI KHARAR LANDRAN ROAD. It has an area of 920 sqft with a carpet area of 870 sqft . The property is available at a price of Rs. 44.90 lac (negotiable ). It is a furnished property. Furnishings include 2 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 dining table, 1 ac, 2 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 3). It is northeast facing property. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
DLF Mullanpur,2250,9390000,INR,,1,1,"Well designed 3 bhk builder floor is available at a prime location in DLF Mullanpur. It has a salable area of 2250 sqft and is available at a price of Rs. 4,173 per sqft. It is a furnished property. It is located on the 3rd floor(out of a total of 4 floor(s)). Its main door is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1,east,1,0,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,1,,1,1,1,1
Patiala Road Zirakpur,540,1700000,INR,,1,1,It’s a 1 bhk builder floor situated in Patiala Road Zirakpur. It has an area of 540 sqft with a carpet area of 405 sqft . The property is available at a price of Rs. 17.00 lac (negotiable ). It is a garden facing property. The property has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ,1,,1,1,0,0,1,1,0,0,0,0,1,1,,,,,,1,,,,1,,1,1,1,1,1,
Zirakpur punjab,1710,6099570,INR,,1,1,It is a semi-furnished property. It is on the 4th floor of the building (total number of floors are 4). It is facing northeast direction. The property has 3 bathrooms and 3 balconies. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities.,1,northeast,0,1,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,,1,1,1,1,1,1,,1,
New Chandigarh Mullanpur,1596,5900000,INR,1,1,1,"Omaxe New Chandigarh -A DAZZLING Idea
Spread over a vast 1000 acre area, this project is truly the epicentre of the entire New Chandigarh region. Comprising of both lavish residential spaces and sleek commercial centres, it has all that is needed for a complete urban life. From hotels to health services, from education to entertainment zones, Omaxe New Chandigarh has got it all.



And the best part is, Omaxe New Chandigarh does not belong to the future tense. There are 4500 families who are already inhabiting this futuristic township, with people moving-in even from Chandigarh and adjoining areas in search of better living. And with new projects being planned regularly in this ever-evolving city, there are many more people who’ll make New Chandigarh their home. This is just the beginning.",1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,1,1,,,,,
New Chandigarh Mullanpur,1285,4500000,INR,0,1,1,"A 3 bhk property is available for sale in New Chandigarh Mullanpur, Chandigarh. It is on the 5th floor of the building (total number of floors are 19). It is northeast facing property. The property is available on freehold. It has 3 bathrooms and 3 balconies. It is an under-construction property and is expected to get completed by 09/11/2023. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,,1,1,
New Chandigarh Mullanpur,1596,6200000,INR,,1,1,"Celestia Royal Premier is a residential project in New Chandigarh by Omaxe—the most trusted brand in real estate. The project offers reasonably priced 3 BHK ...
TOP REASONS TO BUY THE PROPERTY
Properties from Omaxe have it all, whether you want a home or return on investment

 Open Gym for kids Independent Floors Natural Greens Swimming Pool Fully Equipped Gym & Spa children's Play Area Power Backup Water Supply Vitrified Tiles Car Parking Prime Location Garden Yoga Skating Ground CCTV Access Club Facilities Security Basket Ball & Tennis Court
 Tennis Court 24 Hr Security RO Water System Parking Lift Large Open Spaces Jogging Healthclub & Jacuzzi Fire Fighting Earthquake Resistance Badminton",1,northeast,0,0,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,
Mullanpur Garibdass,2250,7100000,INR,,1,1,"A 3 bhk property is available for sale in Mullanpur Garibdass, Chandigarh. The house is semi-furnished. The property provides an excellent view as it overlooks the garden. The property is available on freehold. The property has 3 bathrooms and 3 balconies. This residential complex is under-construction as of now. The expected completion date is 05/11/2021. The society is well connected by different modes of transportation. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,
Mullanpur New Chandigarh,1596,6900000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Mullanpur New Chandigarh, Chandigarh. It has a built-up area of 1596 sqft and is priced at Rs. 69.00 lac (negotiable). The house is unfurnished. It’s on 2nd floor out of 4 floors building. The property has 3 bathrooms and 3 balconies. This residential complex is under-construction as of now. The expected completion date is 04/11/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,,1,1,1,1,
Ambala Highway,1710,6900000,INR,1,1,1,It has an area of 1710 sqft . The property is available at a price of Rs. 69.00 lac (negotiable ). It is a semi-furnished property. It is on the 1st floor of the building (total number of floors are 3). It is northeast facing property. The property is available on freehold. It has 3 bathrooms and 3 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,1,1,1,1,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,
Mohali Sector 127,1125,2590000,INR,,1,0,,1,east,1,5,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,
Sector 88 Mohali,1485,8500000,INR,,1,1,"A 3 bhk property is available for sale in Sector 88 Mohali, Chandigarh. It has an area of 1485 sqft with a carpet area of 1285 sqft . The property is available at a price of Rs. 85.00 lac (negotiable ). It is on the 20th floor of the building (total number of floors are 20). The property has 3 bathrooms and 2 balconies. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mohali Sec 125,1650,4000000,INR,,0,0,"Baba Ji Property Solutions.
3bhk flat for sale in Amazon Towers, Sector 125 in Sunny Enclave.
1st floor flat with complete wood work in all bedrooms and kitchen also
All flats are 2 side open in a Gated Society.
Society is connected two side to main NH-21
Connectivity with Gopal sweets (New sunny Road) and Desu Majra Road
Park and daily need goods available near the society.
School, Temple, Market are very near the gate of the society
* School Site
* Site for Dispensary
* Commercial Complex
* Group Housing Apartments
* Green Parks
* Uninterrupted water supply
* Sewerage and Drainage system",1,,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sunny Enclave,1650,4500000,INR,,0,0,"Baba Ji Property Solutions.
3bhk flat for sale in Amazon Towers, Sector 125 in Sunny Enclave.
1st floor flat with complete wood work in all bedrooms and kitchen also
All flats are 2 side open in a Gated Society.
Its a Sun facing flat.
Society is connected two side to main NH-21
Connectivity with Gopal sweets (New sunny Road) and Desu Majra Road
Park and daily need goods available near the society.
School, Temple, Market are very near the gate of the society
* School Site
* Site for Dispensary
* Commercial Complex
* Group Housing Apartments
* Green Parks
* Uninterrupted water supply
* Sewerage and Drainage system",1,,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1230,3240000,INR,,1,1,"This spacious 2 bhk builder floor is available for sale and is located in the heart of SEC 115 MOHALI KHARAR LANDRAN ROAD. The house is semi-furnished. It is a corner property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,,,1,,,1,,1,,,,,,1,1
Mohali Sector 127,540,1890000,INR,,1,1,"A 1 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has a built-up area of 540 sqft and is priced at Rs. 18.90 lac (negotiable). It is a semi-furnished property. It is on the 2nd floor of the building (total number of floors are 3). It is northeast facing property. The property is available on freehold. It has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
